"time_num","total_objs","dist"
134,3,8.06225774829855
135,2,8.06225774829855
135,2,-1
136,2,8.24621125123532
136,2,-3.16227766016838
137,2,8.06225774829855
137,2,-3.16227766016838
138,2,8
138,2,-4.12310562561766
139,2,8
139,2,-5.09901951359278
140,2,9.05538513813742
140,2,-5.3851648071345
141,2,8.06225774829855
141,2,-7.07106781186548
142,2,8
142,2,-7
143,2,8.06225774829855
143,2,-6.08276253029822
144,2,9.05538513813742
144,2,-7.07106781186548
145,2,9
145,2,-7.07106781186548
146,2,9.21954445729289
146,2,-7.61577310586391
147,2,-7.61577310586391
147,2,8.06225774829855
148,2,-7.61577310586391
148,2,9.05538513813742
149,2,9.05538513813742
149,2,-8.24621125123532
150,2,-9.05538513813742
150,2,7.07106781186548
151,2,8.06225774829855
151,2,-7
152,2,-7.07106781186548
152,2,10.0498756211209
153,2,-6.08276253029822
153,2,10.0498756211209
154,2,9.21954445729289
154,2,-8.24621125123532
155,2,9.05538513813742
155,2,-7
156,2,9.05538513813742
156,2,-8
157,2,9.05538513813742
157,2,-7.07106781186548
158,2,9.05538513813742
158,2,-7
159,2,10.0498756211209
159,2,-6.08276253029822
160,2,11.0453610171873
160,2,-7.07106781186548
161,2,9.05538513813742
161,2,-9.05538513813742
162,1,12
163,1,13
164,1,13
165,1,14.0356688476182
166,1,15.0332963783729
167,1,14
168,2,18.0277563773199
169,2,18.0277563773199
170,2,19.1049731745428
171,2,17
172,2,17
173,2,17
174,2,20.2237484161567
175,2,20.0997512422418
175,2,5
176,2,21.095023109729
176,2,4
177,2,20.0249843945008
177,2,4
178,2,19.0262975904404
178,2,4.12310562561766
179,2,18
179,2,2.82842712474619
180,3,19
180,3,3.16227766016838
181,2,18
181,2,2.23606797749979
182,3,21.2132034355964
182,3,4.12310562561766
183,4,3.60555127546399
183,4,21.3775583264319
183,4,25.298221281347
184,0,0
185,0,0
186,0,0
187,0,0
188,0,0
189,0,0
190,0,0
191,0,0
192,0,0
193,0,0
194,1,3
195,1,3
196,2,-5.09901951359278
196,2,4
197,2,-7.07106781186548
197,2,3.16227766016838
198,2,-6.08276253029822
198,2,4
199,2,-6.08276253029822
199,2,4
200,2,-7.07106781186548
200,2,4
201,2,-6.08276253029822
201,2,5
202,2,-6.32455532033676
202,2,5.09901951359278
203,2,-8.54400374531753
203,2,5.3851648071345
204,2,-6.08276253029822
204,2,6
205,2,-8.06225774829855
205,2,5
206,3,-7.61577310586391
206,3,-6.08276253029822
206,3,5
207,2,4
207,2,-6.08276253029822
208,2,4.12310562561766
208,2,-7.07106781186548
209,2,5
209,2,-6
210,2,-7.07106781186548
210,2,4
211,2,-6.08276253029822
211,2,5.09901951359278
212,2,-7
212,2,5.09901951359278
213,2,-7.07106781186548
213,2,5.09901951359278
214,1,5
215,2,6
215,2,-3
216,2,5
216,2,-4
217,2,5
217,2,-5
218,2,5.09901951359278
218,2,-6
219,2,6
219,2,-6.08276253029822
220,2,6
220,2,-4
221,2,7.28010988928052
221,2,-4.12310562561766
222,2,6
222,2,-7.07106781186548
223,1,6.08276253029822
224,1,6.08276253029822
225,2,6
225,2,-3
226,2,6
226,2,-5
227,2,5.09901951359278
227,2,-4.12310562561766
228,2,5
228,2,-5
229,2,4
229,2,-6
230,2,6
230,2,-6.08276253029822
231,2,5
231,2,-6.08276253029822
232,2,6.08276253029822
232,2,-6.32455532033676
233,2,6.08276253029822
233,2,-7.07106781186548
234,1,6.08276253029822
235,2,5.3851648071345
235,2,-3.60555127546399
236,2,6
236,2,-3
237,2,5.3851648071345
237,2,-5.09901951359278
238,2,6.08276253029822
238,2,-5
239,2,5.3851648071345
239,2,-5.09901951359278
240,2,6.08276253029822
240,2,-5.09901951359278
241,2,-7
241,2,5
242,2,-6.08276253029822
242,2,5
243,2,6.08276253029822
243,2,-6.08276253029822
244,2,-6
244,2,6
245,2,7.07106781186548
245,2,-1.4142135623731
246,2,7
246,2,-2
247,2,7
247,2,-2
248,2,7
248,2,-3.16227766016838
249,2,6.32455532033676
249,2,-4.12310562561766
250,2,6
250,2,-4.12310562561766
251,2,6.32455532033676
251,2,-5.3851648071345
252,2,6
252,2,-5.09901951359278
253,2,-5.3851648071345
253,2,7.07106781186548
254,2,6.32455532033676
254,2,-6.32455532033676
255,2,7.28010988928052
255,2,-5.3851648071345
256,2,-5.09901951359278
256,2,6
257,2,6
257,2,-5.09901951359278
258,1,6.08276253029822
259,1,6.08276253029822
260,1,7
261,1,7.28010988928052
262,1,6.32455532033676
263,2,7.28010988928052
263,2,-3.16227766016838
264,2,7.07106781186548
264,2,-3.16227766016838
265,2,7.28010988928052
265,2,-3.60555127546399
266,2,6.32455532033676
266,2,-4.47213595499958
267,2,6.08276253029822
267,2,-5.09901951359278
268,2,7.28010988928052
268,2,-3.60555127546399
269,2,7.28010988928052
269,2,-4.47213595499958
270,2,8.06225774829855
270,2,-4.12310562561766
271,1,5.09901951359278
272,1,6.08276253029822
273,1,5.3851648071345
274,1,6.08276253029822
275,1,6.32455532033676
276,1,6.08276253029822
277,1,6.08276253029822
278,1,5.09901951359278
279,1,5.09901951359278
280,1,5.09901951359278
281,1,5.09901951359278
282,1,6.08276253029822
283,1,5
284,1,6
285,1,6.08276253029822
286,1,7
287,1,6.08276253029822
288,1,6.08276253029822
289,1,6.08276253029822
290,1,7.07106781186548
291,1,7.07106781186548
292,1,7
293,1,6
294,1,7
295,1,6.08276253029822
296,1,6
297,1,6.08276253029822
298,1,7.07106781186548
299,1,7.07106781186548
300,1,7.07106781186548
301,1,6
302,1,7.07106781186548
303,1,7
304,1,7
305,1,7
306,1,7
307,1,7.07106781186548
308,1,8.06225774829855
309,1,8.06225774829855
310,1,7
311,1,8
312,1,8
313,1,8.06225774829855
314,1,8
315,1,8
316,1,7
317,1,8.06225774829855
318,1,8.24621125123532
319,1,7
320,1,8.06225774829855
321,1,8.06225774829855
322,1,8
323,1,8.06225774829855
324,1,8.06225774829855
325,1,7.07106781186548
326,1,8
327,1,7
328,1,7.07106781186548
329,1,8.06225774829855
330,1,7
331,1,8.06225774829855
332,1,8.06225774829855
333,1,8.06225774829855
334,1,7.07106781186548
335,1,8.06225774829855
336,1,9.05538513813742
337,1,8
338,1,8.06225774829855
339,1,9.05538513813742
340,1,8
341,1,7
342,1,8.06225774829855
343,1,8.24621125123532
344,1,8.06225774829855
345,1,8.06225774829855
346,1,7.07106781186548
347,1,8.06225774829855
348,1,7
349,1,7.07106781186548
350,1,8.06225774829855
351,1,8.06225774829855
352,1,8
353,1,7.07106781186548
354,1,8.06225774829855
355,1,8.06225774829855
356,1,8.06225774829855
357,1,9.05538513813742
358,1,8
359,1,7.28010988928052
360,1,8.06225774829855
361,1,8
362,1,8
363,1,9.05538513813742
364,1,7.07106781186548
365,1,8
366,1,8.24621125123532
367,1,8.06225774829855
368,1,8.06225774829855
369,1,8.06225774829855
370,1,8
371,1,8
372,1,8.24621125123532
373,1,8.06225774829855
374,1,8.06225774829855
375,1,9.05538513813742
376,1,7
377,1,9.05538513813742
378,1,8.06225774829855
379,1,9.05538513813742
380,1,9.05538513813742
381,1,9.05538513813742
382,1,9.05538513813742
383,1,9
384,1,8
385,1,9.21954445729289
386,1,9
387,1,8.06225774829855
388,1,9.05538513813742
389,1,9.05538513813742
390,1,9.05538513813742
391,1,8
